nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
Babilou Rueil Doumer,Multi-accueil,45 AVENUE PAUL DOUMER,92500,RUEIL MALMAISON,92063,01 59 67 24 42,Privé,Société Evancia,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.18795799966566, 48.88237400032797], ""type"": ""Point""}","48.88237400032797, 2.18795799966566"
Babilou Suresnes Carnot,Multi-accueil,68 RUE CARNOT,92150,SURESNES,92073,01 47 72 35 46,Privé,Société Evancia,53.0,,2.5,4.0,5.0,"{""coordinates"": [2.227559000076479, 48.8743580002183], ""type"": ""Point""}","48.8743580002183, 2.227559000076479"
Babilou Suresnes Malon,Multi-accueil,23 RUE BENOIT MALON,92150,SURESNES,92073,,Privé,Société Evancia,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.23136400002235, 48.87315600005512], ""type"": ""Point""}","48.87315600005512, 2.23136400002235"
Baby d'Issy,Multi-accueil,1 RUE DU CLOS MUNIER,92130,ISSY LES MOULINEAUX,92040,01 41 46 18 60,Privé,Société People and Baby,60.0,,2.5,4.0,,"{""coordinates"": [2.2540460000048825, 48.82280799993265], ""type"": ""Point""}","48.82280799993265, 2.2540460000048825"
Babypop,Micro crèche,93 RUE CHARLES CHEFSON,92270,BOIS COLOMBES,92009,,Privé,Société Babypop One,10.0,,2.5,4.0,,"{""coordinates"": [2.2707290001414786, 48.92016099991662], ""type"": ""Point""}","48.92016099991662, 2.2707290001414786"
Berlioz,Multi-accueil,2 RUE HECTOR BERLIOZ,92230,GENNEVILLIERS,92036,01 47 99 28 50,Commune,Commune de Gennevilliers,50.0,,2.5,4.0,,"{""coordinates"": [2.2863529995648384, 48.92928900024406], ""type"": ""Point""}","48.92928900024406, 2.2863529995648384"
Blanche Neige,Multi-accueil,8 AVENUE JUSTIN GODART,92150,SURESNES,92073,01 41 18 18 60,Commune,Commune de Suresnes,57.0,,2.5,4.0,5.0,"{""coordinates"": [2.2322589997329607, 48.87449399993509], ""type"": ""Point""}","48.87449399993509, 2.2322589997329607"
Bois Joly,Multi-accueil,12 BIS ALLEE DES BOCHOUX,92150,SURESNES,92073,01 46 25 08 25,Commune,Commune de Suresnes,41.0,,2.5,4.0,,"{""coordinates"": [2.2232640005757776, 48.88094999981905], ""type"": ""Point""}","48.88094999981905, 2.2232640005757776"
Bois-Colombes Victor Hugo MC,Micro crèche,163 RUE VICTOR HUGO,92270,BOIS COLOMBES,92009,,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.2658479999658874, 48.92002599969426], ""type"": ""Point""}","48.92002599969426, 2.2658479999658874"
Boulard,Multi-accueil,128 AVENUE MARGUERITE RENAUDIN,92140,CLAMART,92023,01 40 95 96 20,Commune,Commune de Clamart,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.274218999624646, 48.807762000410506], ""type"": ""Point""}","48.807762000410506, 2.274218999624646"
Boule de Gomme,Multi-accueil,2 RUE ARISTIDE BRIAND,92170,VANVES,92075,01 47 36 75 80,Commune,Commune de Vanves,60.0,,2.5,4.0,,"{""coordinates"": [2.2890800000608955, 48.818644000240646], ""type"": ""Point""}","48.818644000240646, 2.2890800000608955"
Boules et Billes,Multi-accueil,11 RUE DU TRANSVAL,92100,BOULOGNE BILLANCOURT,92012,01 46 99 07 81,Associatif,Association Boules et Billes,35.0,,,4.0,,"{""coordinates"": [2.2385239999552216, 48.848142000105376], ""type"": ""Point""}","48.848142000105376, 2.2385239999552216"
Bout'chous,Multi-accueil,2 6 IMPASSE MICHAEL WINBURN,92400,COURBEVOIE,92026,,Commune,Commune de Courbevoie,60.0,,2.5,4.0,,"{""coordinates"": [2.25996499945561, 48.89930699978061], ""type"": ""Point""}","48.89930699978061, 2.25996499945561"
Bulles de crèches  - Nanterre 2,Micro crèche,24/36 BOULEVARD JULES MANSARD,92000,NANTERRE,92050,,Privé,Société Trois Petits Chats,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2099439995457457, 48.89950900042153], ""type"": ""Point""}","48.89950900042153, 2.2099439995457457"
Chifoumi crèche Asnières,Micro crèche,20 RUE DES BOURGUIGNONS,92600,ASNIERES SUR SEINE,92004,,Privé,Société G.H. Crèches,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.27229199974703, 48.91144400018292], ""type"": ""Point""}","48.91144400018292, 2.27229199974703"
Chifoumi Crèches,Micro crèche,7 BIS RUE HUNTZIGER,92110,CLICHY,92024,,Privé,Société G.H. Crèches,12.0,,2.5,4.0,,"{""coordinates"": [2.30267599956715, 48.90066600036964], ""type"": ""Point""}","48.90066600036964, 2.30267599956715"
Cobalt,Micro crèche,10 AVENUE JEAN BAPTISTE CLEMENT,92140,CLAMART,92023,01 46 42 68 89,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.267252000382029, 48.800402999812064], ""type"": ""Point""}","48.800402999812064, 2.267252000382029"
Courbevoie Energy Park,Multi-accueil,130 BOULEVARD DE VERDUN,92400,COURBEVOIE,92026,01 41 05 53 99,Privé,Société LPCR Groupe,49.0,,2.5,4.0,,"{""coordinates"": [2.2599629999842508, 48.901123000036534], ""type"": ""Point""}","48.901123000036534, 2.2599629999842508"
Courbevoie Reflets à la place de Jolis Reflets,Multi-accueil,9 PLACE DES REFLETS,92400,COURBEVOIE,92026,01 85 78 56 20,Privé,Société Crèches de France,30.0,,2.5,4.0,,"{""coordinates"": [2.2470199995335665, 48.88956999995166], ""type"": ""Point""}","48.88956999995166, 2.2470199995335665"
Crèche Clairefontaine,Multi-accueil,23 RUE BORIS VILDE,92260,FONTENAY AUX ROSES,92032,01 46 01 54 70,Associatif,Association Vers la Vie pour l'Education des Jeunes,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.2825790003486737, 48.789659000005294], ""type"": ""Point""}","48.789659000005294, 2.2825790003486737"
Crèche de la Croix du Val,Multi-accueil,2 BIS RUE DE LA CROIX DU VAL,92190,MEUDON,92048,01 45 34 22 17,Commune,Commune de Meudon,66.0,,2.5,4.0,,"{""coordinates"": [2.2407609993384674, 48.81126699988374], ""type"": ""Point""}","48.81126699988374, 2.2407609993384674"
Crèche de l'Arche,Multi-accueil,30 PASSAGE DE L ARCHE,92800,PUTEAUX,92062,01 40 81 18 95,Public autre,"Ministère de la transition écologique, cohésion des territoires, mer",30.0,,2.5,4.0,,"{""coordinates"": [2.235092999616839, 48.89200600039457], ""type"": ""Point""}","48.89200600039457, 2.235092999616839"
Crèche de l'hôpital Louis Mourier,Multi-accueil,178 RUE DES RENOUILLERS,92700,COLOMBES,92025,01 53 11 18 91,Public autre,Hôpital Louis Mourier,90.0,,2.5,4.0,,"{""coordinates"": [2.2360220006587967, 48.92344899998181], ""type"": ""Point""}","48.92344899998181, 2.2360220006587967"
Crèche des Arcades,Multi-accueil,16 BIS RUE DE LA REPUBLIQUE,92800,PUTEAUX,92062,01 47 78 87 92,Commune,Commune de Puteaux,60.0,,2.5,4.0,,"{""coordinates"": [2.2442479999803018, 48.88647599970807], ""type"": ""Point""}","48.88647599970807, 2.2442479999803018"
Crèche des Bergères,Multi-accueil,192 RUE DE LA REPUBLIQUE,92800,PUTEAUX,92062,,Commune,Commune de Puteaux,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.2288230000414093, 48.88453399965599], ""type"": ""Point""}","48.88453399965599, 2.2288230000414093"
Crèche familiale,Accueil familial,9 BIS AVENUE JOFFRE,92250,LA GARENNE COLOMBES,92035,,Commune,Commune de la Garenne-Colombes,39.0,,2.5,4.0,,"{""coordinates"": [2.2424630000722274, 48.90889100023617], ""type"": ""Point""}","48.90889100023617, 2.2424630000722274"
Crèche familiale (Ex Nord et Sud),Accueil familial,17 RUE VAUTHIER,92100,BOULOGNE BILLANCOURT,92012,01 55 18 60 26,Commune,Commune de Boulogne-Billancourt,100.0,100.0,2.5,4.0,,"{""coordinates"": [2.2410219994382925, 48.84548000016946], ""type"": ""Point""}","48.84548000016946, 2.2410219994382925"
Crèche familiale secteur Nord,Accueil familial,59 AVENUE DE L ARCHE,92400,COURBEVOIE,92026,,Commune,Commune de Courbevoie,45.0,45.0,2.5,4.0,,"{""coordinates"": [2.238187999393235, 48.898687000274585], ""type"": ""Point""}","48.898687000274585, 2.238187999393235"
Crèche Familiale secteur Sud,Accueil familial,12 RUE JEAN PIERRE TIMBAUD,92400,COURBEVOIE,92026,01 71 05 70 76,Commune,Commune de Courbevoie,55.0,55.0,2.5,4.0,,"{""coordinates"": [2.2545739999197, 48.89747399973924], ""type"": ""Point""}","48.89747399973924, 2.2545739999197"
Crèche Lechaïm,Multi-accueil,10 RUE JEAN BAPTISTE LAFOLIE,92250,LA GARENNE COLOMBES,92035,06 26 41 61 06,Associatif,Association Crèche Lechaïm,32.0,,2.5,4.0,,"{""coordinates"": [2.2510320004734856, 48.90341100011479], ""type"": ""Point""}","48.90341100011479, 2.2510320004734856"
Crèche Les Magnolias,Multi-accueil,64 66 RUE DU DOCTEUR DEBAT,92380,GARCHES,92033,01 47 95 33 65,Commune,Commune de Garches,54.0,,2.5,4.0,,"{""coordinates"": [2.196894000062948, 48.85208200039498], ""type"": ""Point""}","48.85208200039498, 2.196894000062948"
Crech'endo,Crèche parentale,80 RUE ADOLPHE PAJEAUD,92160,ANTONY,92002,01 46 66 27 98,Associatif,Association Crech'endo,21.0,,2.5,4.0,,"{""coordinates"": [2.2897400003917756, 48.743753999949], ""type"": ""Point""}","48.743753999949, 2.2897400003917756"
Domitille,Micro crèche,19 21 RUE DU DOME,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société Ted Crèches,12.0,,2.5,4.0,,"{""coordinates"": [2.251643999584926, 48.833206999963174], ""type"": ""Point""}","48.833206999963174, 2.251643999584926"
Fanny,Multi-accueil,5 RUE PALLOY,92110,CLICHY,92024,01 47 30 29 46,Commune,Commune de Clichy,36.0,6.0,12.0,4.0,5.0,"{""coordinates"": [2.307930000278343, 48.90251500025924], ""type"": ""Point""}","48.90251500025924, 2.307930000278343"
Galipette,Crèche parentale,7 RUE PIERRE DELORON,92700,COLOMBES,92025,,Associatif,Association Galipette,18.0,,2.5,4.0,,"{""coordinates"": [2.2406270004249116, 48.914296000161066], ""type"": ""Point""}","48.914296000161066, 2.2406270004249116"
Garderie éphémère Solimôme,Multi-accueil,46 AVENUE DES GRESILLONS,92600,ASNIERES SUR SEINE,92004,01 72 59 22 10,Privé,Société E2S SCOP Petite Enfance,12.0,,10.0,4.0,5.0,"{""coordinates"": [2.29972899978939, 48.91399699984739], ""type"": ""Point""}","48.91399699984739, 2.29972899978939"
Grand Champ (rue Diderot),Multi-accueil,35 RUE DIDEROT,92000,NANTERRE,92050,01 41 37 71 00,Commune,Commune de Nanterre,40.0,,2.5,4.0,6.0,"{""coordinates"": [2.2110570004830423, 48.88794099972862], ""type"": ""Point""}","48.88794099972862, 2.2110570004830423"
Grenadine,Crèche parentale,1 ESPLANADE DE LA MANUFACTURE,92130,ISSY LES MOULINEAUX,92040,01 46 62 91 28,Associatif,Association Grenadine,20.0,,6.0,4.0,,"{""coordinates"": [2.2824739998008385, 48.82869600032048], ""type"": ""Point""}","48.82869600032048, 2.2824739998008385"
Halte Trivaux,Multi-accueil,69 71 RUE DE LA REPUBLIQUE,92190,MEUDON,92048,01 46 23 87 34,Commune,Commune de Meudon,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.235937000157142, 48.80741599964188], ""type"": ""Point""}","48.80741599964188, 2.235937000157142"
Happy Zou (Chaptal),Micro crèche,37 RUE CHAPTAL,92300,LEVALLOIS,92044,01 55 21 69 35,Privé,Société La Maison Bleue - MC IDF 16,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.284126000286159, 48.888289000368935], ""type"": ""Point""}","48.888289000368935, 2.284126000286159"
Hoffman,Multi-accueil,34 RUE HOFFMANN,92340,BOURG LA REINE,92014,01 43 50 01 19,Commune,Commune de Bourg-la-Reine,102.0,8.0,2.5,4.0,5.0,"{""coordinates"": [2.3218629994018567, 48.77471800038164], ""type"": ""Point""}","48.77471800038164, 2.3218629994018567"
Issy les Moulineaux Diderot,Multi-accueil,5 7 MAIL RAYMOND MENANT,92130,ISSY LES MOULINEAUX,92040,01 47 65 87 57,Privé,Société LPCR Groupe,41.0,,2.5,4.0,5.0,"{""coordinates"": [2.2709620003071107, 48.825270999653576], ""type"": ""Point""}","48.825270999653576, 2.2709620003071107"
Issy Saint-Germain,Multi-accueil,2 4 BOULEVARD DES ILES,92130,ISSY LES MOULINEAUX,92040,01 74 71 15 70,Privé,Société LPCR Groupe,15.0,,2.5,4.0,,"{""coordinates"": [2.2483990003968035, 48.82367799971114], ""type"": ""Point""}","48.82367799971114, 2.2483990003968035"
Jardin d'enfants,Multi-accueil,51 53 RUE BERANGER,92320,CHATILLON,92020,01 46 48 04 44,Commune,Commune de Châtillon,40.0,,18.0,4.0,,"{""coordinates"": [2.2809460004303643, 48.806220999739], ""type"": ""Point""}","48.806220999739, 2.2809460004303643"
Jardin d'enfants,Jardin d'Enfants,2 RUE DU COLONEL MARCHAND,92370,CHAVILLE,92022,01 47 50 89 52,Commune,Commune de Chaville,36.0,,24.0,4.0,,"{""coordinates"": [2.187826999829, 48.805607000266164], ""type"": ""Point""}","48.805607000266164, 2.187826999829"
Jardin d'enfants Jules Guesde,Multi-accueil,14 RUE JULES GUESDE,92120,MONTROUGE,92049,01 46 12 76 77,Commune,Commune de Montrouge,25.0,,20.0,4.0,6.0,"{""coordinates"": [2.30743500046845, 48.81326399965299], ""type"": ""Point""}","48.81326399965299, 2.30743500046845"
Jardin d'enfants Les Oliviers,Multi-accueil,43 47 AVENUE HENRI GINOUX,92120,MONTROUGE,92049,01 46 54 08 03,Commune,Commune de Montrouge,36.0,,20.0,4.0,6.0,"{""coordinates"": [2.3226669995365374, 48.81835699973512], ""type"": ""Point""}","48.81835699973512, 2.3226669995365374"
Jardy,Multi-accueil,1 ALLEE DES LAURIERS,92420,VAUCRESSON,92076,01 47 41 07 86,Commune,Commune de Vaucresson,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.153212000621236, 48.83345499958961], ""type"": ""Point""}","48.83345499958961, 2.153212000621236"
JEAN ZAY,Multi-accueil,1 AVENUE JACQUES CHIRAC,92160,ANTONY,92002,,Commune,Commune d'Antony,30.0,,2.5,4.0,6.0,"{""coordinates"": [2.2993549998112672, 48.75946100039059], ""type"": ""Point""}","48.75946100039059, 2.2993549998112672"
Joffre,Multi-accueil,106 108 BOULEVARD DU MARECHAL JOFFRE,92340,BOURG LA REINE,92014,01 49 73 93 88,Commune,Commune de Bourg-la-Reine,41.0,3.0,2.5,4.0,5.0,"{""coordinates"": [2.3133779995017343, 48.777546000215274], ""type"": ""Point""}","48.777546000215274, 2.3133779995017343"
Koh Baby,Micro crèche,5 PARVIS DE LA BIEVRE,92160,ANTONY,92002,06 83 98 41 18,Associatif,Association Koh Baby,10.0,,2.5,4.0,,"{""coordinates"": [2.283172999486423, 48.74164199982772], ""type"": ""Point""}","48.74164199982772, 2.283172999486423"
La cabane d'Achille et Camille,Micro crèche,46 TER RUE DE LA VANNE,92120,MONTROUGE,92039,,Privé,Société La cabane de Lila et Romain,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.328101000190227, 48.81416399988035], ""type"": ""Point""}","48.81416399988035, 2.328101000190227"
La Chrysalide,Crèche parentale,32 AVENUE DE LATTRE DE TASSIGNY,92360,MEUDON,92048,01 46 30 44 77,Associatif,Association La Chrysalide,15.0,,2.5,4.0,5.0,"{""coordinates"": [2.227474999606738, 48.78507199987377], ""type"": ""Point""}","48.78507199987377, 2.227474999606738"
La Cigale,Multi-accueil,80 RUE DU PRESIDENT WILSON,92300,LEVALLOIS,92044,01 47 15 74 40,Commune,Commune de Levallois,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.288354999880053, 48.89439500027476], ""type"": ""Point""}","48.89439500027476, 2.288354999880053"
La Clé des Champs - Le Blé en Herbe,Multi-accueil,77 RUE PROSPER LEGOUTE,92160,ANTONY,92002,01 40 96 64 82,Commune,Commune d'Antony,45.0,,2.5,4.0,6.0,"{""coordinates"": [2.29604300039096, 48.74477099956766], ""type"": ""Point""}","48.74477099956766, 2.29604300039096"
La Farandole,Multi-accueil,9 ALLEE DE LA DANSE,92000,NANTERRE,92050,01 40 97 06 56,Commune,Commune de Nanterre,42.0,,2.5,4.0,5.0,"{""coordinates"": [2.2215540004569605, 48.89466200026419], ""type"": ""Point""}","48.89466200026419, 2.2215540004569605"
La Flûte Enchantée,Multi-accueil,22 BIS RUE GEORGES BOISSEAU,92110,CLICHY,92024,01 55 46 93 00,Commune,Commune de Clichy,90.0,10.0,2.5,4.0,5.0,"{""coordinates"": [2.3164369996396457, 48.90445899980649], ""type"": ""Point""}","48.90445899980649, 2.3164369996396457"
La Gaminerie,Crèche parentale,15 RUE PAUL DEROULEDE,92270,BOIS COLOMBES,92009,01 47 60 04 83,Associatif,Association La Gaminerie,15.0,,6.0,4.0,,"{""coordinates"": [2.2714059997314453, 48.91245599986998], ""type"": ""Point""}","48.91245599986998, 2.2714059997314453"
La Girafe (Crèche),Multi-accueil,227 RUE DU VIEUX PONT DE SEVRES,92100,BOULOGNE BILLANCOURT,92012,01 55 18 54 91,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,,"{""coordinates"": [2.2329659998706255, 48.82801800007414], ""type"": ""Point""}","48.82801800007414, 2.2329659998706255"
La Girafe (Multi-Accueil),Multi-accueil,4 PLACE GEORGES BESSE,92100,BOULOGNE BILLANCOURT,92012,01 55 18 66 11,Commune,Commune de Boulogne-Billancourt,20.0,,2.5,4.0,,"{""coordinates"": [2.2331030001897765, 48.82779900013008], ""type"": ""Point""}","48.82779900013008, 2.2331030001897765"
La Maison de l'Enfant,Multi-accueil,7 AVENUE DU PONT D'ARGENTEUIL,92230,GENNEVILLIERS,92036,,Associatif,Mutuelle la Mayotte,15.0,,18.0,4.0,5.0,"{""coordinates"": [2.2907650003646824, 48.9305060000523], ""type"": ""Point""}","48.9305060000523, 2.2907650003646824"
La Source - Ribambelle,Multi-accueil,12 14 RUE MAURICE LABROUSSE,92160,ANTONY,92002,01 40 96 73 12,Commune,Commune d'Antony,39.0,,2.5,4.0,6.0,"{""coordinates"": [2.298014000370151, 48.75460600010357], ""type"": ""Point""}","48.75460600010357, 2.298014000370151"
Le Berceau des Rois,Micro crèche,3 PASSAGE DORLEAT,92140,CLAMART,92023,,Privé,Société BDR 92 Clamart 3 Dorleat,12.0,,2.5,4.0,,"{""coordinates"": [2.266677000205443, 48.80644799975812], ""type"": ""Point""}","48.80644799975812, 2.266677000205443"
Le Blé en Herbe,Crèche parentale,30 RUE GEORGES BOISSEAU,92110,CLICHY,92024,01 47 39 80 61,Associatif,Association Le Blé en Herbe,16.0,,6.0,4.0,,"{""coordinates"": [2.315923999616645, 48.90485500005522], ""type"": ""Point""}","48.90485500005522, 2.315923999616645"
Le Chat Perché,Multi-accueil,55 AVENUE DE LA LIBERTE,92000,NANTERRE,92050,01 47 29 94 14,Commune,Commune de Nanterre,57.0,,2.5,4.0,5.0,"{""coordinates"": [2.2105420004069036, 48.889909999703754], ""type"": ""Point""}","48.889909999703754, 2.2105420004069036"
Le Chemin des Enfants,Multi-accueil,90 RUE GABRIEL PERI,92120,MONTROUGE,92049,01 46 56 25 26,Associatif,Association Le Chemin des Enfants,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.3122160006243933, 48.81987100040479], ""type"": ""Point""}","48.81987100040479, 2.3122160006243933"
Le Jardin d'enfant La Rose des Vents,Jardin d'Enfants,60 TER RUE DU 19 JANVIER,92380,GARCHES,92033,01 47 95 17 06,Commune,Commune de Garches,15.0,,18.0,6.0,,"{""coordinates"": [2.1851289997705097, 48.85045200036785], ""type"": ""Point""}","48.85045200036785, 2.1851289997705097"
Le Parc,Multi-accueil,45 RUE NATIONALE,92100,BOULOGNE BILLANCOURT,92012,01 55 18 47 04,Commune,Commune de Boulogne-Billancourt,20.0,,2.5,4.0,,"{""coordinates"": [2.241340999449205, 48.82780199964184], ""type"": ""Point""}","48.82780199964184, 2.241340999449205"
Le Petit Paradis,Multi-accueil,9 RUE DES PARADIS,92260,FONTENAY AUX ROSES,92032,01 41 13 74 29,Commune,Commune de Fontenay-aux-Roses,30.0,,2.5,4.0,,"{""coordinates"": [2.299368000033793, 48.78593600010752], ""type"": ""Point""}","48.78593600010752, 2.299368000033793"
Le Petit Poucet,Multi-accueil,34 RUE JULES VERNE,92290,CHATENAY MALABRY,92019,01 55 52 15 80,Commune,Commune de Châtenay-Malabry,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.267342999835016, 48.76711299958863], ""type"": ""Point""}","48.76711299958863, 2.267342999835016"
Le Petit Robin,Multi-accueil,16 18 RUE GUSTAVE ROBIN,92290,CHATENAY MALABRY,92019,01 46 32 84 13,Commune,Commune de Châtenay-Malabry,42.0,,2.5,4.0,,"{""coordinates"": [2.2789199997944705, 48.77997700000144], ""type"": ""Point""}","48.77997700000144, 2.2789199997944705"
Le Rosier Rouge,Multi-accueil,16 TER AVENUE DU GENERAL DE GAULLE,92170,VANVES,92075,,Privé,Société Les Petites Canailles,40.0,,2.5,4.0,,"{""coordinates"": [2.281935000371518, 48.822100999975206], ""type"": ""Point""}","48.822100999975206, 2.281935000371518"
Les Angelots,Multi-accueil,4 5 CHEMIN PIERRE DE RONSARD,92400,COURBEVOIE,92026,01 56 37 05 15,Commune,Commune de Courbevoie,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2318880004972406, 48.899456999702686], ""type"": ""Point""}","48.899456999702686, 2.2318880004972406"
Les Aventuriers de Issy Timbaud,Micro crèche,54 RUE JEAN PIERRE TIMBAUD,92130,ISSY LES MOULINEAUX,92040,,Privé,Société LCMC,12.0,,2.5,4.0,,"{""coordinates"": [2.249396999807884, 48.81830999993164], ""type"": ""Point""}","48.81830999993164, 2.249396999807884"
Les Aventuriers de Suresnes-Curie,Micro crèche,8 RUE CURIE,92150,SURESNES,92073,,Privé,Société LCMC,12.0,,2.5,4.0,,"{""coordinates"": [2.23437899965865, 48.87942300040644], ""type"": ""Point""}","48.87942300040644, 2.23437899965865"
Les bébés explorateurs de Montrouge,Micro crèche,42 AVENUE VICTOR BASCH,92120,MONTROUGE,92049,01 55 59 84 68,Privé,Société CRECHEO à la place de Société Les P'tits brins,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.3202649995873457, 48.81200300039491], ""type"": ""Point""}","48.81200300039491, 2.3202649995873457"
Les Bourguignons,Micro crèche,1 RUE PIERRE JOIGNEAUX,92600,ASNIERES SUR SEINE,92004,06 24 14 12 21,Privé,Société ALIMAX - Demain 2 pieds,10.0,,2.5,4.0,,"{""coordinates"": [2.2721259999598002, 48.910139999572664], ""type"": ""Point""}","48.910139999572664, 2.2721259999598002"
Les Chérubins,Multi-accueil,57 BIS RUE SEGOFFIN,92400,COURBEVOIE,92026,,Commune,Commune de Courbevoie,55.0,,2.5,4.0,5.0,"{""coordinates"": [2.244980614069047, 48.89542396637936], ""type"": ""Point""}","48.89542396637936, 2.244980614069047"
