nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
Les Bons Raisins,Multi-accueil,25 RUE VOLTAIRE,92500,RUEIL MALMAISON,92063,01 47 49 04 22,Commune,Commune de Rueil-Malmaison,75.0,,2.5,4.0,5.0,"{""coordinates"": [2.1977459995594386, 48.875929999803084], ""type"": ""Point""}","48.875929999803084, 2.1977459995594386"
Les Bruyères,Micro crèche,9 QUATER AVENUE MICHEL RICARD,92270,BOIS COLOMBES,92009,,Privé,Société ALIMAX - Demain 2 pieds,10.0,,2.5,4.0,,"{""coordinates"": [2.2645999999803914, 48.90530500041886], ""type"": ""Point""}","48.90530500041886, 2.2645999999803914"
Les Cabris,Multi-accueil,23 RUE DU PARC,92300,LEVALLOIS,92044,01 47 15 77 60,Commune,Commune de Levallois,25.0,,12.0,4.0,5.0,"{""coordinates"": [2.2836800003105617, 48.897901000299626], ""type"": ""Point""}","48.897901000299626, 2.2836800003105617"
Les Cigognes,Multi-accueil,27 RUE GUYNEMER,92130,ISSY LES MOULINEAUX,92040,01 45 54 55 83,Commune,Commune d'Issy-les-Moulineaux,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.278850999629194, 48.8301459999945], ""type"": ""Point""}","48.8301459999945, 2.278850999629194"
Les Cigognes,Multi-accueil,60 62 AVENUE DE COLMAR,92500,RUEIL MALMAISON,92063,01 47 32 21 49,Commune,Commune de Rueil-Malmaison,77.0,,2.5,4.0,5.0,"{""coordinates"": [2.1752240000802687, 48.88694600036858], ""type"": ""Point""}","48.88694600036858, 2.1752240000802687"
Les Coccinelles,Multi-accueil,3 RUE DE L ABBE GUIBERT,92800,PUTEAUX,92062,01 46 92 95 22,Commune,Commune de Puteaux,40.0,,2.5,4.0,,"{""coordinates"": [2.245885000048211, 48.88133100040854], ""type"": ""Point""}","48.88133100040854, 2.245885000048211"
Les Ecureuils,Multi-accueil,15 RUE HENRI MARROU,92290,CHATENAY MALABRY,92019,01 46 83 45 93,Commune,Commune de Châtenay-Malabry,22.0,,2.5,4.0,5.0,"{""coordinates"": [2.281015999383401, 48.766473000205735], ""type"": ""Point""}","48.766473000205735, 2.281015999383401"
Les Epinettes,Multi-accueil,68 RUE DE L EGALITE,92130,ISSY LES MOULINEAUX,92040,01 09 50 62 67,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,,"{""coordinates"": [2.259155000011527, 48.81685299990984], ""type"": ""Point""}","48.81685299990984, 2.259155000011527"
Les Explorateurs d'Asnières Mairie,Multi-accueil,2 RUE AUGUSTE MAYET,92600,ASNIERES SUR SEINE,92004,,Privé,Société CRECHEO,16.0,,2.5,4.0,5.0,"{""coordinates"": [2.287528999334275, 48.91065100016116], ""type"": ""Point""}","48.91065100016116, 2.287528999334275"
Les Explorateurs de Clichy,Multi-accueil,28 RUE PALLOY,92110,CLICHY,92024,09 83 01 03 12,Privé,Société CRECHEO,19.0,,2.5,4.0,,"{""coordinates"": [2.3088559993284212, 48.902820000102906], ""type"": ""Point""}","48.902820000102906, 2.3088559993284212"
Les Explorateurs de Clichy République,Multi-accueil,15 RUE DUMUR,92110,CLICHY,92024,,Privé,Société CRECHEO,38.0,,2.5,4.0,5.0,"{""coordinates"": [2.315116000683444, 48.903497999582214], ""type"": ""Point""}","48.903497999582214, 2.315116000683444"
Les Fauvettes,Multi-accueil,12-14 AVENUE AUDRA,92700,COLOMBES,92025,,Commune,Commune de Colombes,27.0,,2.5,4.0,5.0,"{""coordinates"": [2.252379293713759, 48.92800825345573], ""type"": ""Point""}","48.92800825345573, 2.252379293713759"
Les Globe Trotteurs,Multi-accueil,115 BOULEVARD SAINT DENIS,92400,COURBEVOIE,92026,01 47 88 41 91,Commune,Commune de Courbevoie,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2644060002879978, 48.89833000024826], ""type"": ""Point""}","48.89833000024826, 2.2644060002879978"
Les Libellules,Multi-accueil,27 RUE VOLTAIRE,92500,RUEIL MALMAISON,92063,01 47 49 03 88,Commune,Commune de Rueil-Malmaison,30.0,,8.0,4.0,5.0,"{""coordinates"": [2.197530999718811, 48.87573600032016], ""type"": ""Point""}","48.87573600032016, 2.197530999718811"
Les Longs Prés,Multi-accueil,8 RUE DES LONGS PRES,92100,BOULOGNE BILLANCOURT,92012,01 55 18 57 74,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,,"{""coordinates"": [2.2463530005353247, 48.83268599992054], ""type"": ""Point""}","48.83268599992054, 2.2463530005353247"
Les Mignons,Micro crèche,199 AVENUE D ARGENTEUIL,92270,BOIS COLOMBES,92009,,Privé,Société ALIMAX - Demain 2 pieds,11.0,,2.5,4.0,,"{""coordinates"": [2.280068000037749, 48.91950099955244], ""type"": ""Point""}","48.91950099955244, 2.280068000037749"
Les Noisetiers,Multi-accueil,2 RUE DE LA BATAILLE DE STALINGRAD,92370,CHAVILLE,92022,01 41 15 95 45,Commune,Commune de Chaville,65.0,,2.5,4.0,5.0,"{""coordinates"": [2.1915560005038976, 48.80968500040757], ""type"": ""Point""}","48.80968500040757, 2.1915560005038976"
Les Ouistitis,Multi-accueil,205 RUE DU MENIL,92600,ASNIERES SUR SEINE,92004,01 41 11 15 53,Commune,Commune d'Asnières-sur-Seine,61.0,,2.5,4.0,,"{""coordinates"": [2.2776800001983224, 48.924543999922726], ""type"": ""Point""}","48.924543999922726, 2.2776800001983224"
Les Oursons,Multi-accueil,89 RUE EDOUARD VAILLANT,92300,LEVALLOIS,92044,01 47 15 75 72,Commune,Commune de Levallois,56.0,,2.5,4.0,5.0,"{""coordinates"": [2.2878660005507747, 48.89732500015828], ""type"": ""Point""}","48.89732500015828, 2.2878660005507747"
Les Petits Boss Bourguignons,Micro crèche,9 RUE RAOUL,92270,BOIS COLOMBES,92009,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2796750003064497, 48.9188400004094], ""type"": ""Point""}","48.9188400004094, 2.2796750003064497"
Les Petits bouts,Multi-accueil,1 AVENUE DE BALZAC,92410,VILLE D'AVRAY,92077,,Associatif,Association Les Petits Bouts,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.1893730002208667, 48.82756399989515], ""type"": ""Point""}","48.82756399989515, 2.1893730002208667"
Les Petits Cavaliers,Multi-accueil,3 RUE VLADIMIR KRAMNIK,92600,ASNIERES SUR SEINE,92004,,Commune,Commune d'Asnières-sur-Seine,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.3134049997196513, 48.918059999809714], ""type"": ""Point""}","48.918059999809714, 2.3134049997196513"
Les Petits Chaperons Rouges Boulogne Billancourt République,Multi-accueil,16 18 BOULEVARD DE LA REPUBLIQUE,92100,BOULOGNE BILLANCOURT,92012,01 46 20 09 57,Privé,Société Crèche Attitude,60.0,,2.5,4.0,,"{""coordinates"": [2.2549670006165674, 48.83175499989221], ""type"": ""Point""}","48.83175499989221, 2.2549670006165674"
Les Petits Chaperons Rouges Châtillon Paris 1,Micro crèche,68 AVENUE DE PARIS,92320,CHATILLON,92020,01 46 55 11 72,Privé,Société LPCR Groupe,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.292792000460147, 48.80630700037473], ""type"": ""Point""}","48.80630700037473, 2.292792000460147"
Les Petits Chaussons,Multi-accueil,1 RUE D OSTROWIEC,92230,GENNEVILLIERS,92036,01 40 85 70 67,Commune,Commune de Gennevilliers,50.0,,2.5,4.0,,"{""coordinates"": [2.2985330005662568, 48.92185400015782], ""type"": ""Point""}","48.92185400015782, 2.2985330005662568"
Les Petits Loups,Micro crèche,45 RUE DU GENERAL LECLERC,92270,BOIS COLOMBES,92009,,Privé,Société Mer & Terre,12.0,,2.5,4.0,,"{""coordinates"": [2.2694859996774728, 48.915366000000084], ""type"": ""Point""}","48.915366000000084, 2.2694859996774728"
Les Petits Matelots,Micro crèche,102 110 AVENUE MARCEAU,92400,COURBEVOIE,92026,01 41 16 03 58,Privé,Société Mer & Terre,12.0,,2.5,4.0,,"{""coordinates"": [2.2434060003115976, 48.902046999927116], ""type"": ""Point""}","48.902046999927116, 2.2434060003115976"
Les Petits Mousses,Crèche parentale,1 RUE DE LA FONTAINE HENRI IV,92370,CHAVILLE,92022,01 41 15 40 05,Associatif,Association Les petits mousses,18.0,,2.5,4.0,,"{""coordinates"": [2.1939890005055784, 48.81413999958095], ""type"": ""Point""}","48.81413999958095, 2.1939890005055784"
Les Petits Pirates Meudonnais,Crèche parentale,17 ROUTE DE VAUGIRARD,92360,MEUDON,92048,,Associatif,Association Les Petits Pirates Meudonnais,17.0,,2.5,4.0,,"{""coordinates"": [2.2410079997714094, 48.81999900017222], ""type"": ""Point""}","48.81999900017222, 2.2410079997714094"
Les Petits Poucets,Multi-accueil,31 RUE PAUL OLIVIER,92500,RUEIL MALMAISON,92063,01 41 96 25 50,Commune,Commune de Rueil-Malmaison,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.1861280001652514, 48.86334599974558], ""type"": ""Point""}","48.86334599974558, 2.1861280001652514"
Les Petits Princes,Multi-accueil,2 RUE MARC BIRKIGT,92270,BOIS COLOMBES,92009,01 56 83 75 20,Commune,Commune de Bois-Colombes,33.0,,2.5,4.0,5.0,"{""coordinates"": [2.261935999492317, 48.909079999894786], ""type"": ""Point""}","48.909079999894786, 2.261935999492317"
Les Petits Princes,Multi-accueil,246 RUE ADOLPHE PAJEAUD,92160,ANTONY,92002,01 40 96 68 62,Commune,Commune d'Antony,60.0,,2.5,4.0,6.0,"{""coordinates"": [2.280157999523656, 48.74041800019279], ""type"": ""Point""}","48.74041800019279, 2.280157999523656"
Les Pierrelais,Multi-accueil,10 ALLEE DU CEDRE,92320,CHATILLON,92020,01 46 26 26 41,Commune,Commune de Châtillon,20.0,,12.0,4.0,,"{""coordinates"": [2.2891020001978166, 48.79773600006562], ""type"": ""Point""}","48.79773600006562, 2.2891020001978166"
Les Pléïades,Multi-accueil,10 PLACE DES PLEIADES,92400,COURBEVOIE,92026,01 43 33 15 44,Commune,Commune de Courbevoie,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2534459996030196, 48.89378199988099], ""type"": ""Point""}","48.89378199988099, 2.2534459996030196"
Les Poussins,Multi-accueil,13 RUE DU 8 MAI 1945,92700,COLOMBES,92025,,Commune,Commune de Colombes,43.0,,2.5,4.0,,"{""coordinates"": [2.258812000567217, 48.92241699990203], ""type"": ""Point""}","48.92241699990203, 2.258812000567217"
Les P'tites Canailles,Crèche parentale,91 RUE DE L AVENIR,92170,VANVES,92075,01 46 38 33 07,Associatif,Association Les P'tites Canailles,14.0,,2.5,4.0,,"{""coordinates"": [2.280055000322717, 48.815189000122885], ""type"": ""Point""}","48.815189000122885, 2.280055000322717"
Les P'tits Boss Chaptal,Micro crèche,43-45 RUE CHAPTAL,92300,LEVALLOIS,92044,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,,"{""coordinates"": [2.283669999436708, 48.88864600003312], ""type"": ""Point""}","48.88864600003312, 2.283669999436708"
Les P'tits Boss Quatre septembre,Micro crèche,12 RUE DU QUATRE SEPTEMBRE,92130,ISSY LES MOULINEAUX,92040,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2854840006595087, 48.8289410001803], ""type"": ""Point""}","48.8289410001803, 2.2854840006595087"
Les P'tits Boss Victor Hugo,Micro crèche,68 BOULEVARD VICTOR HUGO,92110,CLICHY,92024,,Privé,Société Léna,12.0,,2.5,4.0,,"{""coordinates"": [2.3150320004966716, 48.90009199986469], ""type"": ""Point""}","48.90009199986469, 2.3150320004966716"
Les P'tits Clouds,Crèche parentale,122 130 RUE DE LA PORTE JAUNE,92210,SAINT CLOUD,92064,01 46 89 62 95,Associatif,Association Les P'tits Clouds,24.0,,2.5,4.0,,"{""coordinates"": [2.201591314731966, 48.849375479164735], ""type"": ""Point""}","48.849375479164735, 2.201591314731966"
Les Tintinnabules Clichy,Multi-accueil,26 RUE CASTERES,92110,CLICHY,92024,,Privé,Société Les Tintinnabules,27.0,,2.5,4.0,5.0,"{""coordinates"": [2.301780999805113, 48.900613000355136], ""type"": ""Point""}","48.900613000355136, 2.301780999805113"
Levallois-Perret Edouard Vaillant,Micro crèche,127 RUE EDOUARD VAILLANT,92300,LEVALLOIS,92044,01 46 94 91 91,Privé,Société Crèche Attitude,10.0,,2.5,4.0,,"{""coordinates"": [2.28629700021403, 48.89915700012352], ""type"": ""Point""}","48.89915700012352, 2.28629700021403"
LPB Brossolette,Micro crèche,197 199 AVENUE PIERRE BROSSOLETTE,92120,MONTROUGE,92039,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,,"{""coordinates"": [2.3021740001856625, 48.81326199980888], ""type"": ""Point""}","48.81326199980888, 2.3021740001856625"
LPB Greffulhe,Micro crèche,9 RUE GREFFULHE,92300,LEVALLOIS,92044,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,,"{""coordinates"": [2.2765509994856887, 48.89400900004679], ""type"": ""Point""}","48.89400900004679, 2.2765509994856887"
LPC Billancourt,Micro crèche,3 QUAI DE STALINGRAD,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société LPC Billancourt,10.0,,2.5,4.0,,"{""coordinates"": [2.2475390000458, 48.82507599979621], ""type"": ""Point""}","48.82507599979621, 2.2475390000458"
Ma Mère L'Oye,Multi-accueil,43 47 BOULEVARD HENRI SELLIER,92150,SURESNES,92073,01 41 18 19 86,Commune,Commune de Suresnes,40.0,,18.0,4.0,5.0,"{""coordinates"": [2.22252599976378, 48.86802000009987], ""type"": ""Point""}","48.86802000009987, 2.22252599976378"
Masselier,Multi-accueil,22 RUE JULIEN MASSELIER,92230,GENNEVILLIERS,92036,01 47 33 12 14,Commune,Commune de Gennevilliers,50.0,,2.5,4.0,,"{""coordinates"": [2.3001889996183342, 48.91654200038034], ""type"": ""Point""}","48.91654200038034, 2.3001889996183342"
Micro Chouette de Colbert,Micro crèche,42 RUE COLBERT,92700,COLOMBES,92025,,Privé,Société Codesa,10.0,,2.5,4.0,,"{""coordinates"": [2.236693999788456, 48.911452000009234], ""type"": ""Point""}","48.911452000009234, 2.236693999788456"
Micro chouette Gallieni,Micro crèche,59 AVENUE GALLIENI,92400,COURBEVOIE,92026,,Privé,Société Codesa,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.2737670002195878, 48.9062770004037], ""type"": ""Point""}","48.9062770004037, 2.2737670002195878"
Micro crèche Altaïr,Micro crèche,47 RUE BOUCICAUT,92260,FONTENAY AUX ROSES,92032,01 75 49 57 72,Privé,Société La Maison Bleue - MC IDF 19,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.289203000572318, 48.79046400037279], ""type"": ""Point""}","48.79046400037279, 2.289203000572318"
Montholon,Micro crèche,38 RUE DU CLOS MONTHOLON,92170,VANVES,92075,01 41 08 87 61,Privé,Société La Maison Bleue - MC IDF 16,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.274573000122183, 48.81468200013684], ""type"": ""Point""}","48.81468200013684, 2.274573000122183"
Multi-Accueil Castérès,Multi-accueil,18 RUE CASTERES,92110,CLICHY,92024,01 45 19 72 10,Commune,Commune de Clichy,35.0,3.0,2.5,4.0,5.0,"{""coordinates"": [2.302298000116594, 48.90008600023181], ""type"": ""Point""}","48.90008600023181, 2.302298000116594"
Neuilly Huissiers,Multi-accueil,18 RUE DES HUISSIERS,92200,NEUILLY SUR SEINE,92051,01 80 88 94 55,Privé,Société Crèches de France,12.0,,2.5,4.0,,"{""coordinates"": [2.266301999701752, 48.884482999742644], ""type"": ""Point""}","48.884482999742644, 2.266301999701752"
Nurses et Rires Colombes,Micro crèche,1-3 BOULEVARD CHARLES DE GAULLE,92700,COLOMBES,92025,,Privé,Société Nurses et Rires Colombes,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.236008000616185, 48.90907099985579], ""type"": ""Point""}","48.90907099985579, 2.236008000616185"
O 3 P'tits Chats,Micro crèche,95 AVENUE CHARLES DE GAULLE,92140,CLAMART,92023,,Privé,Société O 3 P'tits Chats,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.265764000087861, 48.791110999560104], ""type"": ""Point""}","48.791110999560104, 2.265764000087861"
Païdou Ampère,Micro crèche,10 RUE AMPERE,92800,PUTEAUX,92062,,Privé,Société Païdou,12.0,,2.5,4.0,,"{""coordinates"": [2.2359240003865124, 48.87566000013136], ""type"": ""Point""}","48.87566000013136, 2.2359240003865124"
Païdou Puteaux,Micro crèche,124 RUE DE VERDUN,92800,PUTEAUX,92062,,Privé,Société Païdou,12.0,,2.5,4.0,,"{""coordinates"": [2.234881000369144, 48.87827099990151], ""type"": ""Point""}","48.87827099990151, 2.234881000369144"
Peter Pan,Multi-accueil,22 RUE DES CARRIERES,92150,SURESNES,92073,01 42 04 94 80,Commune,Commune de Suresnes,57.0,,2.5,4.0,5.0,"{""coordinates"": [2.2205140003216965, 48.866877999791384], ""type"": ""Point""}","48.866877999791384, 2.2205140003216965"
Petit nuage,Micro crèche,66 RUE DES TILLEULS,92100,BOULOGNE BILLANCOURT,92012,09 72 57 53 25,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.2385289997589695, 48.84493000039169], ""type"": ""Point""}","48.84493000039169, 2.2385289997589695"
Pétunia,Micro crèche,81 RUE DE LA PROCESSION,92500,RUEIL MALMAISON,92063,09 72 63 21 81,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.211306999492386, 48.86899099992629], ""type"": ""Point""}","48.86899099992629, 2.211306999492386"
Pinocchio,Multi-accueil,207 AVENUE PAUL VAILLANT COUTURIER,92000,NANTERRE,92050,01 40 99 90 31,Commune,Commune de Nanterre,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.207723999598984, 48.88027100014952], ""type"": ""Point""}","48.88027100014952, 2.207723999598984"
Plume Levallois,Micro crèche,4 PLACE JEAN ZAY,92300,LEVALLOIS,92044,09 83 31 07 82,Privé,Société Plume,12.0,,2.5,4.0,,"{""coordinates"": [2.293870000188203, 48.895707999655755], ""type"": ""Point""}","48.895707999655755, 2.293870000188203"
Plume Saint-Cloud,Micro crèche,20 BOULEVARD DE LA REPUBLIQUE,92210,SAINT CLOUD,92064,,Privé,Société Plume,10.0,,2.5,4.0,,"{""coordinates"": [2.207061000401743, 48.84346699984443], ""type"": ""Point""}","48.84346699984443, 2.207061000401743"
Pomme d'Api,Multi-accueil,15 BOULEVARD PIERRE BROSSOLETTE,92160,ANTONY,92002,01 40 96 72 58,Commune,Commune d'Antony,19.0,,12.0,4.0,6.0,"{""coordinates"": [2.3010250005741018, 48.75565099981578], ""type"": ""Point""}","48.75565099981578, 2.3010250005741018"
Pongerville,Multi-accueil,4 RUE DE PONGERVILLE,92000,NANTERRE,92050,01 47 21 42 45,Commune,Commune de Nanterre,44.0,,2.5,4.0,6.0,"{""coordinates"": [2.1973820002777003, 48.893978000120654], ""type"": ""Point""}","48.893978000120654, 2.1973820002777003"
Pont,Multi-accueil,28 36 RUE DU PONT,92200,NEUILLY SUR SEINE,92051,01 41 43 24 30,Commune,Commune de Neuilly-sur-Seine,95.0,,2.5,4.0,5.0,"{""coordinates"": [2.2588699995543973, 48.88754100034466], ""type"": ""Point""}","48.88754100034466, 2.2588699995543973"
Poulpi,Multi-accueil,19 21 ALLEE DE L EUROPE,92110,CLICHY,92024,,Privé,Société Les Bullotins,30.0,,15.0,4.0,5.0,"{""coordinates"": [2.309810000033624, 48.91124699992072], ""type"": ""Point""}","48.91124699992072, 2.309810000033624"
Pradier,Multi-accueil,11 RUE DE VERSAILLES,92410,VILLE D'AVRAY,92077,,Commune,Commune de Ville-d'Avray,65.0,,2.5,4.0,,"{""coordinates"": [2.1877470000373904, 48.82576699998414], ""type"": ""Point""}","48.82576699998414, 2.1877470000373904"
Puteaux Eugène Eichenberger,Micro crèche,58 RUE EUGENE EICHENBERGER,92800,PUTEAUX,92062,01 47 49 87 60,Privé,Société Crèches de France,12.0,,2.5,4.0,,"{""coordinates"": [2.238988000315536, 48.882488999800955], ""type"": ""Point""}","48.882488999800955, 2.238988000315536"
Renaudin,Multi-accueil,128 AVENUE MARGUERITE RENAUDIN,92140,CLAMART,92023,,Commune,Commune de Clamart,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.274218999624646, 48.807762000410506], ""type"": ""Point""}","48.807762000410506, 2.274218999624646"
Roses des Vignes,Multi-accueil,145 147 RUE HENRI BARBUSSE,92230,GENNEVILLIERS,92036,01 41 47 23 70,Associatif,Association Plein Grés,24.0,,2.5,4.0,,"{""coordinates"": [2.3005954794676944, 48.92911890296833], ""type"": ""Point""}","48.92911890296833, 2.3005954794676944"
Roule-Galette,Multi-accueil,21 RUE ERNEST RENAN,92130,ISSY LES MOULINEAUX,92040,01 40 93 43 78,Commune,Commune d'Issy-les-Moulineaux,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.281121000384219, 48.82791600006532], ""type"": ""Point""}","48.82791600006532, 2.281121000384219"
Saint Exupéry,Micro crèche,4 AVENUE SAINT EXUPERY,92320,CHATILLON,92020,09 75 45 97 11,Privé,Société La Maison Bleue - MC IDF 4,9.0,,2.5,4.0,,"{""coordinates"": [2.2988549996942442, 48.80885499968575], ""type"": ""Point""}","48.80885499968575, 2.2988549996942442"
Saint-Cloud République,Micro crèche,6 BIS BOULEVARD DE LA REPUBLIQUE,92210,SAINT CLOUD,92064,,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.207054000243442, 48.84283800005361], ""type"": ""Point""}","48.84283800005361, 2.207054000243442"
Sainte Anne,Multi-accueil,64 AVENUE DU ROULE,92200,NEUILLY SUR SEINE,92051,01 55 62 64 85,Commune,Commune de Neuilly-sur-Seine,95.0,,2.5,4.0,5.0,"{""coordinates"": [2.276191000453693, 48.88295499981511], ""type"": ""Point""}","48.88295499981511, 2.276191000453693"
Sainte Emilie,Multi-accueil,26 RUE DU TROSY,92140,CLAMART,92023,01 46 45 21 23,Commune,Commune de Clamart,60.0,0.0,2.5,4.0,5.0,"{""coordinates"": [2.261806000028458, 48.801271999560306], ""type"": ""Point""}","48.801271999560306, 2.261806000028458"
Soleil Levant,Multi-accueil,145 AVENUE DU GENERAL DE GAULLE,92140,CLAMART,92023,,Commune,Commune de Clamart,33.0,3.0,2.5,4.0,5.0,"{""coordinates"": [2.2618919996318376, 48.78957099979453], ""type"": ""Point""}","48.78957099979453, 2.2618919996318376"
Tillou Clichy Villeneuve,Micro crèche,30 RUE VILLENEUVE,92110,CLICHY,92024,,Privé,Société Tillou Crèche,12.0,,2.5,4.0,,"{""coordinates"": [2.3084269993842885, 48.90462099963016], ""type"": ""Point""}","48.90462099963016, 2.3084269993842885"
Tillou Möm Chaville,Micro crèche,196 AVENUE ROGER SALENGRO,92370,CHAVILLE,92022,,Privé,Société Tillou Crèche,12.0,,2.5,4.0,,"{""coordinates"": [2.1975659998412698, 48.818519000197504], ""type"": ""Point""}","48.818519000197504, 2.1975659998412698"
Too Doo Today,Multi-accueil,9 AVENUE REAUMUR,92350,LE PLESSIS ROBINSON,92060,01 46 31 95 48,Privé,Société La Maison Bleue - Le Plessis-Robinson,44.0,,2.5,4.0,5.0,"{""coordinates"": [2.239483000582972, 48.77649700002872], ""type"": ""Point""}","48.77649700002872, 2.239483000582972"
Wasabi,Multi-accueil,31 RUE D AGUESSEAU,92100,BOULOGNE BILLANCOURT,92012,01 49 09 95 35,Privé,Société La Maison Bleue,24.0,,2.5,4.0,,"{""coordinates"": [2.236609999984309, 48.843721000302125], ""type"": ""Point""}","48.843721000302125, 2.236609999984309"
Watteau,Multi-accueil,6 8 RUE ADOLPHE LALYRE,92400,COURBEVOIE,92026,01 47 68 57 37,Commune,Commune de Courbevoie,62.0,,2.5,4.0,5.0,"{""coordinates"": [2.274024999591349, 48.90352300039296], ""type"": ""Point""}","48.90352300039296, 2.274024999591349"
A tire d'aile,Multi-accueil,50 RUE PASTEUR,92270,BOIS COLOMBES,92009,01 47 82 75 75,Commune,Commune de Bois-Colombes,67.0,7.0,2.5,5.0,,"{""coordinates"": [2.261587999867315, 48.909811999966514], ""type"": ""Point""}","48.909811999966514, 2.261587999867315"
Aladin,Multi-accueil,20 RUE DE LA TUILERIE,92150,SURESNES,92073,,Commune,Commune de Suresnes,31.0,,12.0,4.0,5.0,"{""coordinates"": [2.215017000034822, 48.86265600001551], ""type"": ""Point""}","48.86265600001551, 2.215017000034822"
Amandine,Multi-accueil,46 ROUTE DU PAVE BLANC,92140,CLAMART,92023,,Commune,Commune de Clamart,28.0,,2.5,4.0,,"{""coordinates"": [2.2384459998018045, 48.78324100002869], ""type"": ""Point""}","48.78324100002869, 2.2384459998018045"
Anne Sylvestre,Multi-accueil,67 RUE PAUL VAILLANT COUTURIER,92240,MALAKOFF,92046,01 46 55 44 06,Commune,Commune de Malakoff,60.0,,2.5,4.0,,"{""coordinates"": [2.2950730002381015, 48.81444499990947], ""type"": ""Point""}","48.81444499990947, 2.2950730002381015"
Armand Silvestre,Multi-accueil,55 RUE ARMAND SILVESTRE,92400,COURBEVOIE,92026,01 47 88 41 91,Commune,Commune de Courbevoie,60.0,,2.5,4.0,,"{""coordinates"": [2.265188999656503, 48.90108600026965], ""type"": ""Point""}","48.90108600026965, 2.265188999656503"
Arti'Bout,Micro crèche,127 AVENUE VICTOR HUGO,92140,CLAMART,92023,,Privé,Société Arti'Bout,12.0,,2.5,4.0,,"{""coordinates"": [2.27052399952807, 48.807454999668096], ""type"": ""Point""}","48.807454999668096, 2.27052399952807"
Aubépine,Micro crèche,54 58 AVENUE JEAN JAURES,92140,CLAMART,92023,,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.2656970002675685, 48.803514999854215], ""type"": ""Point""}","48.803514999854215, 2.2656970002675685"
Babilou Asnières Amélie,Multi-accueil,18 20 RUE AMELIE,92600,ASNIERES SUR SEINE,92004,01 47 90 44 83,Privé,Société Evancia,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2775300006502732, 48.91313000018014], ""type"": ""Point""}","48.91313000018014, 2.2775300006502732"
Babilou Bourg-la-Reine Leclerc,Multi-accueil,23 AVENUE DU GENERAL LECLERC,92340,BOURG LA REINE,92014,09 72 42 85 19,Privé,Société Evancia,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.318016999585323, 48.78585799989648], ""type"": ""Point""}","48.78585799989648, 2.318016999585323"
Babilou La Garenne Glacière,Multi-accueil,20 RUE DE LA GLACIERE,92250,LA GARENNE COLOMBES,92035,,Privé,Société Evancia,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.24151200013977, 48.90408400004302], ""type"": ""Point""}","48.90408400004302, 2.24151200013977"
Babilou Levallois Collange,Multi-accueil,12 BIS RUE COLLANGE,92300,LEVALLOIS,92044,,Privé,Société Evancia,36.0,,2.5,4.0,5.0,"{""coordinates"": [2.2914499998375373, 48.89889800031468], ""type"": ""Point""}","48.89889800031468, 2.2914499998375373"
Babilou Levallois France,Multi-accueil,92 RUE ANATOLE FRANCE,92300,LEVALLOIS,92044,,Privé,Societé Evancia,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.2838750002815793, 48.89347100031917], ""type"": ""Point""}","48.89347100031917, 2.2838750002815793"
Babilou Nanterre Pierreux,Multi-accueil,55 AVENUE DES CHAMPS PIERREUX,92000,NANTERRE,92050,,Privé,Société Evancia,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2146290004492317, 48.8875310002796], ""type"": ""Point""}","48.8875310002796, 2.2146290004492317"
